area_ratio;bbox_ratio;solidity;elongation;perimeter_ratio;roughness;symmetry;lightness_mean;lightness_std;a_mean;a_std;b_mean;b_std;dark_fraction;bright_fraction;yellow_fraction;red_fraction;laplacian_std;TRUE_LABEL;FILENAME
0.18873766666666666;0.18873766666666666;0.9964082962900394;1.4999999985;0.3997756821393967;0.9483249673084925;0.9899461770530309;179.7405049249374;62.53584568323766;134.25544173008456;14.24313491091063;150.227173962805;9.183968543318976;0.24945503463479396;0.46854695858263223;0.5451590524117579;0.06796307969700278;13.743582595980218;Normal;000.JPG
0.19008933333333333;0.19008933333333333;0.9972108704357512;1.4999999985;0.40117812063694;0.9483305196007589;0.9994654650256819;178.38528189993986;62.3861458559945;134.06734897967746;14.204098550185833;148.30639397457236;8.561674411263562;0.2506189070870106;0.4370987593885058;0.4958040197490804;0.004636558177266179;13.037403294487527;Normal;001.JPG
0.17858333333333334;0.17858333333333334;0.9967664394367874;1.4999999985;0.3893957823753357;0.9471889798425034;0.9821367789115296;185.28844429062138;62.02675327451154;132.03514608849045;13.583279162356048;150.57640850443047;8.56820966458256;0.24483173121652954;0.5731633340404232;0.5589917642636776;0.005131983908122974;14.00909691514855;Normal;002.JPG
0.18848333333333334;0.18848333333333334;0.99683558250844;1.4999999985;0.39910461454391477;0.9490378279738164;0.9550998818696335;186.74816016361936;61.08348405188772;130.11811626143836;14.632043953431474;149.69201826612831;7.747056958988032;0.25855034645697056;0.6134174938730892;0.5138424105647337;0.0013540913659044025;13.142130134130937;Normal;003.JPG
0.17829433333333333;0.17829433333333333;0.9969265579685834;1.4999999985;0.3882727380514145;0.9483563663100085;0.9988434743483031;190.03922942728911;62.263596928847846;130.49491553222896;14.022371790981975;149.54360937569894;9.116037091194121;0.23512681348502243;0.5848069840607154;0.49861705458720385;0.002721159437577348;13.084563734171086;Normal;004.JPG
0.1874;0.1874;0.9968244174109161;1.4999999985;0.39836146845817566;0.947357070507974;0.999062341833816;189.67309561134087;56.58106861318663;131.2638799236755;14.432328791207308;150.83892762649228;7.938339209159507;0.23708477269341807;0.5916887151804905;0.5710009434163019;0.0012058704611390512;12.517289375031757;Normal;005.JPG
0.187001;0.187001;0.9969753245483868;1.4999999985;0.3971982215881348;0.9495266093182321;0.9996821871700267;185.42401376236464;62.52964556263313;131.58230939018364;13.347611458178546;149.83149633726325;8.316798993468302;0.24779009550483921;0.5909321940521847;0.5353566947577191;0.0028363551059723403;12.103834910382968;Normal;006.JPG
0.18899;0.18899;0.9967721859474056;1.4999999985;0.4010526372671127;0.9455161405463094;0.9500512018046205;184.4575792531529;63.47615698882522;132.3624227163064;13.498794579021423;149.65951565368465;8.489604092806733;0.24100906654662343;0.5585703132143686;0.5333717846818268;0.0043398442720386015;12.590089294460586;Normal;007.JPG
0.190149;0.190149;0.9972152297042165;1.4999999985;0.40071781768798825;0.9485033109392773;0.9955906068347526;184.98376982018513;60.26812665409711;132.2485213512682;13.851488797454023;150.13448362649962;8.483891326675922;0.24627716099443497;0.543744232221259;0.5463659498308118;0.003125087390586985;12.87816918078128;Normal;008.JPG
0.18643933333333335;0.18643933333333335;0.99721864647927;1.4999999985;0.39676146812438967;0.9487208414905255;0.9437344256334022;184.58564965829973;61.87053689923849;132.4164821806074;13.491061351537171;150.9731559415206;8.535265672354804;0.24247706847195633;0.5934390696911686;0.5831720194360965;0.0061317105690013515;14.292969865918169;Normal;009.JPG
0.19566733333333333;0.19566733333333333;0.9969361725254159;1.4999999985;0.40670949163436887;0.9482713407891187;0.9792489432994635;186.55433335145125;58.426372676509175;131.11686392542669;14.726499863365195;150.1004117295358;7.5625224950226855;0.2520586476790955;0.6037069246657245;0.573316393086205;0.0006726274595064681;12.524255276522505;Normal;010.JPG
0.18101333333333333;0.18101333333333333;0.9961148877939974;1.4999999985;0.39209872653484346;0.9480038322666815;0.9996476693188657;188.47752974004993;60.80517313075459;130.7409274489646;13.915700739049013;149.85503745043326;7.970586944301198;0.24433103245704216;0.6215156410632986;0.5239609340578646;0.0018504919958877955;12.301217977099336;Normal;011.JPG
0.18784066666666666;0.18784066666666666;0.9965515533925641;1.4999999985;0.398595782995224;0.9487983452992306;0.9844597838569289;187.68728946697993;61.035945704664506;131.69668383955616;13.40513733222863;150.73870552268804;8.416858893310623;0.23445240184561383;0.6054151215783962;0.5688814504486653;0.0029050018399524443;12.661476242620617;Normal;012.JPG
0.18390933333333334;0.18390933333333334;0.9969444489618173;1.4999999985;0.39437324340343477;0.948305004519652;0.9997746514882022;183.74734833564017;62.6837889063378;131.88920289252763;14.461549195209415;151.41133231904536;8.53176899917662;0.24383747781997955;0.5203008170920773;0.5893470852471695;0.006385677579296961;13.139553835853595;Normal;013.JPG
0.18071833333333334;0.18071833333333334;0.9961689695722475;1.4999999985;0.39116979475021363;0.9502640761228821;0.9997046312180862;187.3740428818359;60.02985611714115;131.16506932440882;13.397119763170924;150.837784561068;8.55515499961772;0.24678753999485123;0.572012798352396;0.5733073443418778;0.0012099591776690817;12.199060275925374;Normal;014.JPG
0.194483;0.194483;0.9973828165065473;1.4999999985;0.40566685090065;0.94870928474296;0.9828932639387028;187.2727825777875;57.46604539687284;131.82212432328976;14.536922613172786;149.68838177393778;7.595874821094216;0.24017061300377318;0.6019269152950183;0.533073358123257;0.0015106359709082956;12.480383207013938;Normal;015.JPG
0.176253;0.176253;0.9966975237082737;1.4999999985;0.38624431109428403;0.9484795765278228;0.9957407839928466;189.98714569593858;58.663473459123615;130.78008167328423;13.507986200779246;149.9629302835941;9.046806189920076;0.24755753140047435;0.5475051187203764;0.5132634246218934;0.0023793094346594872;12.878379880104388;Normal;016.JPG
0.185787;0.185787;0.9972838485611376;1.4999999985;0.39550116486549375;0.9501223971026717;0.999849589703692;186.33092089023086;62.29578995564772;131.37254894946034;12.862391142134118;149.42059150767557;8.097763105240483;0.25203292752295875;0.634191104130966;0.5240069690150722;0.0007942101365540582;13.533113558289905;Normal;017.JPG
0.18473133333333333;0.18473133333333333;0.9968217195091023;1.4999999985;0.39532715389728545;0.9476876195225362;0.9967052209110727;186.71114581047192;59.80200281393838;132.09724655774744;13.80691783762901;150.4385287630917;8.28010474398793;0.24008519732463132;0.5632485797447678;0.5603594981704882;0.004583673630924327;12.742846397286636;Normal;018.JPG
0.18927833333333333;0.18927833333333333;0.9966161368849855;1.4999999985;0.40150116546154024;0.9482981825756723;0.9947044123241431;189.25422175401633;61.68309912183951;130.88266175050478;12.83450573318381;149.14745325256783;7.9973951712394005;0.23988763058555;0.642047230269511;0.5137810552190326;0.0011833903959266086;13.061470214253935;Normal;019.JPG
0.189797;0.189797;0.996894067388583;1.4999999985;0.40194136691093446;0.946151937431081;0.9818338799430655;191.47629019775385;60.90157801932336;129.80102746561982;13.097973538081886;148.72347727423946;8.152544645650334;0.2432053845642026;0.6615246693304664;0.47846489492465605;0.0007704241184772218;12.134131597947713;Normal;020.JPG
0.17898033333333332;0.17898033333333332;0.9966866273393153;1.4999999985;0.38962177131175996;0.9478645604240613;0.9457938410839091;190.38911353956638;56.92409219588111;131.0455056868184;13.830332076159225;151.5087242440783;8.30364018960731;0.23276409450924038;0.6130809819276885;0.6010092570932059;0.0010508453177971609;12.90529264304795;Normal;021.JPG
0.1889;0.1889;0.9968723503811933;1.4999999985;0.3998928385257721;0.9479043875363566;0.978324898097955;187.33494248910125;63.03538282900941;130.647827111929;13.387120349089543;150.11054970496855;7.901392775516254;0.24304820078323194;0.6357901107291516;0.5401837393167656;0.0012983494424838233;13.21623047396535;Normal;022.JPG
0.18746033333333334;0.18746033333333334;0.9972443632688165;1.4999999985;0.3980501988649368;0.9472874547338154;0.9998324011394053;189.01710004750998;59.39147157324623;130.2267254277671;14.164626966577101;149.84924444948697;7.556037828900178;0.24233635648085775;0.63147500762287;0.5535231841614489;0.0001382753167922963;13.148982072902818;Normal;023.JPG
0.18104733333333334;0.18104733333333334;0.9959603553713704;1.4999999985;0.39160167043209076;0.9479103690272677;0.9993971191598393;191.08634012576584;57.15372221896436;130.65594267485528;13.634260234517223;149.73242269952388;7.97590333350265;0.24189551816923693;0.6225189144344392;0.5253312090921438;0.0008883635389172978;12.367765251401972;Normal;024.JPG
0.183185;0.183185;0.9968980435906506;1.4999999985;0.39406685042381284;0.9468410148879155;0.9867509328124608;190.7217868338558;60.99347901518288;130.72809633693254;12.456831337507051;149.84249825844654;8.063617807320925;0.2353673226518054;0.6641922094508301;0.5442064321374667;0.0007909555323348426;13.906594458314554;Normal;025.JPG
0.19566533333333333;0.19566533333333333;0.9968836559216482;1.4999999985;0.4066124355077744;0.9484611944212071;0.9516064368580504;188.68514366468955;59.77308083547252;130.06714090621878;13.664880283565912;149.36211043394957;7.647206365648423;0.2542718928137081;0.6349102817580835;0.516533838826495;0.00039067011815223227;12.94763475387677;Normal;026.JPG
0.19808666666666666;0.19808666666666666;0.9968564114779563;1.4999999985;0.40877812020778653;0.9491698529597654;0.9946603116839263;186.250789421583;63.453981945654476;130.65161424549416;12.853447159604702;149.6442015684406;8.38041047397354;0.2549638762025886;0.6496444666664429;0.530904051301497;0.0012751549481045492;13.427409896872982;Normal;027.JPG
0.187018;0.187018;0.9970978536913062;1.4999999985;0.39732715339660646;0.9486454859682931;0.9906092132849273;188.43659063608385;62.16729607529415;130.67846811051325;13.024243733525543;150.17157347056272;8.242055130780795;0.24280505227842972;0.6373810319214722;0.5471891903418178;0.0013220649802045646;13.736956701561667;Normal;028.JPG
0.18735366666666667;0.18735366666666667;0.9966857588707818;1.4999999985;0.39861588373184204;0.9468049762133438;0.9942346109068736;191.00697087840163;61.15380938337439;130.23311468780042;13.137995916706139;150.0887944460014;7.9848846948429415;0.23136221251778194;0.6817554552001334;0.5434766413491932;0.000993305828221947;12.995632514906697;Normal;029.JPG
0.19648633333333335;0.19648633333333335;0.9966033665388491;1.4999999985;0.407860963511467;0.9478718522637889;0.9989378863859482;187.6371650879567;62.247450738904696;130.98658660351828;13.76485392974866;148.495950608931;7.83737082428438;0.2400067658998647;0.6198342354533153;0.48844384303112315;0.0009032476319350474;12.43925617823485;Normal;030.JPG
0.17925433333333332;0.17925433333333332;0.9967507914501146;1.4999999985;0.38980410912036895;0.9478718535531042;0.9902280734622193;188.51111004000578;59.40798895034111;131.97569991583583;13.058507990832528;151.0447738505289;8.559085893325028;0.23404310539800008;0.5935167642402424;0.5862163575085926;0.003789241076559725;13.190626122338083;Normal;031.JPG
0.1865;0.1865;0.996285519938175;1.4999999985;0.39765852444171906;0.9478290020359676;0.9811476500964212;190.1233530885492;60.959462341031916;130.7744270334033;12.807061058110213;149.56587467614156;8.176202743431814;0.23830991336452828;0.6448551501954732;0.5231235811704164;0.0008838172351488412;11.35692799105179;Normal;032.JPG
0.18341033333333334;0.18341033333333334;0.9968530784393298;1.4999999985;0.3943413673400879;0.9471761614495542;0.9876771529171319;191.13847759441654;60.700791152090495;130.36636734575552;13.155911605174873;148.7739076236239;8.673591719332183;0.24053660339616897;0.6204784786090637;0.4881322520093637;0.0008153414650055443;13.037784144870068;Normal;033.JPG
